label,c1,c2,h2,short_range,intensity
peak259,24.827000,10.167000,0.682000,,3060000.000000
peak260,26.740999,13.828000,0.643000,,2570000.000000
peak261,27.101999,13.617000,0.720000,,3150000.000000
peak262,21.011000,22.105000,0.994000,,3020000.000000
peak263,22.125000,21.075001,0.932000,,2710000.000000
peak264,25.440001,22.684000,0.880000,,4640000.000000
peak265,24.079000,22.459000,0.102000,,2060000.000000
peak266,26.145000,24.157000,0.990000,,4510000.000000
peak267,22.730000,25.424999,0.872000,,3580000.000000
peak268,22.832001,26.500999,0.914000,,2980000.000000
peak269,25.766001,27.073000,0.774000,,2630000.000000
peak270,27.103001,25.754000,1.045000,,3850000.000000
peak271,22.136000,14.273000,0.691000,,1960000.000000
peak272,21.048000,14.273000,0.690000,,2360000.000000
peak273,21.048000,22.948000,1.017000,,2100000.000000
peak274,14.291000,22.995001,1.010000,x,2320000.000000
peak275,23.007999,14.342000,0.691000,x,7730000.000000
peak276,24.856001,24.136999,0.990000,,7870000.000000
peak277,26.146999,25.424999,0.258000,x,2610000.000000
peak278,22.670000,25.424999,0.258000,,4870000.000000
peak279,26.125000,24.179001,1.026000,x,2780000.000000
peak280,22.792999,13.768000,0.641000,,2150000.000000
peak281,14.691000,27.737000,0.828000,,2120000.000000
peak282,23.938000,13.744000,0.750000,,5590000.000000
peak283,22.843000,13.753000,0.749000,,4810000.000000
peak284,23.764000,13.766000,0.764000,,3530000.000000
peak285,10.170000,25.483999,0.872000,,4090000.000000
peak286,14.287000,21.046000,0.935000,,2030000.000000
peak287,23.555000,26.201000,0.976000,,7460000.000000
peak288,26.149000,22.909000,0.952000,,4590000.000000
peak289,22.975000,23.983999,0.864000,,4550000.000000
peak290,22.841000,25.545000,0.981000,x,3060000.000000
peak291,25.860001,23.987000,0.860000,,4500000.000000
peak292,25.875999,25.245001,0.844000,,1560000.000000
peak293,22.500000,24.872999,0.740000,,1930000.000000
peak294,22.525000,26.738001,0.781000,,1500000.000000
peak295,26.700001,22.483999,0.103000,,1420000.000000
peak296,22.537001,25.681999,1.039000,,2330000.000000
peak297,25.796000,27.209000,0.867000,,2450000.000000
peak298,14.671000,25.665001,0.864000,,1960000.000000
peak299,24.218000,26.091999,0.826000,,2050000.000000
peak300,10.078000,26.062000,0.824000,,1430000.000000
peak301,10.062000,22.511000,0.834000,,1570000.000000
peak302,25.809999,22.528000,0.836000,,3130000.000000
peak303,24.204000,22.511000,0.834000,,1800000.000000
peak304,23.788000,27.877001,1.055000,,2230000.000000
peak305,22.521000,10.017000,0.249000,,1990000.000000
peak306,13.594000,26.139000,0.881000,,1530000.000000
peak307,10.190000,23.969000,0.866000,,2430000.000000
peak308,13.807000,23.989000,0.867000,,1900000.000000
peak309,10.177000,23.158001,0.718000,,2860000.000000
peak310,23.926001,25.233999,0.843000,,3770000.000000
peak311,25.431000,26.715000,0.784000,,1770000.000000
peak312,23.191999,23.983000,0.863000,,2250000.000000
peak313,25.565001,24.808001,0.910000,,9640000.000000
peak314,25.780001,23.726999,0.920000,,3600000.000000
peak315,24.839001,27.090000,0.771000,,2190000.000000
peak316,23.233999,22.660999,0.880000,x,4100000.000000
peak317,14.324000,23.951000,0.864000,,1210000.000000
peak318,23.990000,14.331000,0.691000,,3290000.000000
peak319,13.774000,23.194000,0.726000,,2620000.000000
peak320,22.853001,23.983999,0.863000,,3600000.000000
peak321,22.474001,24.084999,0.989000,,3220000.000000
peak322,14.312000,22.117001,0.996000,,1620000.000000
peak323,24.849001,10.159000,0.250000,,1800000.000000
peak324,10.055000,24.819000,0.739000,,1390000.000000
peak325,22.524000,24.216000,0.991000,,3850000.000000
peak326,27.941999,23.740000,0.920000,,2110000.000000
peak327,22.757999,23.931999,0.988000,,8710000.000000
peak328,22.834000,14.097000,0.736000,,3180000.000000
peak329,27.782000,13.768000,0.752000,,2420000.000000
peak330,26.570999,13.770000,0.751000,,6660000.000000
peak331,23.233000,22.709000,1.141000,x,2250000.000000
peak332,13.595000,27.084999,0.772000,,894000.000000
peak333,23.002001,21.021000,0.933000,,2640000.000000
peak334,25.271999,25.857000,0.735000,,3270000.000000
peak335,24.805000,25.811001,0.734000,,2590000.000000
peak336,14.088000,22.808001,0.956000,,2680000.000000
peak337,13.799000,27.743999,0.832000,,2070000.000000
short_peak46,23.580000,22.878000,0.956000,x,6060000.000000
short_peak166,27.924000,24.157000,1.024000,x,1090000.000000
short_peak174,27.891001,24.856001,0.880000,x,1060000.000000
short_peak180,22.712000,25.641001,0.863000,x,1710000.000000
short_peak192,27.969000,26.160000,0.880000,x,1610000.000000
short_peak194,26.914000,26.184999,0.883000,x,2890000.000000
short_peak198,22.591999,26.117001,0.884000,x,1490000.000000
short_peak205,24.867001,26.712000,0.780000,x,1230000.000000
short_peak207,26.287001,27.011999,0.771000,x,3000000.000000
short_peak223,25.617001,23.976000,0.886000,x,3160000.000000
short_peak232,22.726000,23.226000,0.866000,x,7780000.000000
